	average
Zzz3	0.9752309399777354
Psme1	0.9752309399777354
Eif3c	0.9752309399777354
Crem	0.9752309399777354
Atp5k	0.9752309399777354
4933431E20Rik	0.9752309399777354
Fat4	0.9752309399777354
Rock2	0.9752309399777354
Dtx1	0.9752309399777354
Uba2	0.9752309399777354
Cdk5rap3	0.9752309399777354
Klc1	0.9752309399777354
2900011O08Rik	0.9752309399777354
Bnip3	0.9752309399777354
Topbp1	0.9752309399777354
2810428I15Rik	0.9752309399777354
Ctnna2	0.9752309399777354
Alkbh3	0.9752309399777354
Snhg7	0.9752309399777354
Ednrb	0.9752309399777354
Mier2	0.9752309399777354
Smc3	0.9752309399777354
Bcas3	0.9752309399777354
Epdr1	0.9752309399777354
Rab43	0.9752309399777354
Timm13	0.9752309399777354
Ttc32	0.9752309399777354
Dusp12	0.9752309399777354
Rcbtb2	0.9752309399777354
Cstf2t	0.9752309399777354
BC037034	0.9752309399777354
Lap3	0.9752309399777354
Smim18	0.9752309399777354
Sarnp	0.9752309399777354
Ddx42	0.9752309399777354
Kxd1	0.9752309399777354
Rars	0.9752309399777354
Ano1	0.9752309399777354
Pank3	0.9752309399777354
